ts,learner_id,lo_id,action_id,context_json,policy,propensity,reward
2025-07-21T14:08:14,L024,LO01,C142,"{""p_mastery"": 0.23482216844448456, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 7}",sim_linucb,0.25,0.275
2025-07-12T16:22:08,L025,LO25,C060,"{""p_mastery"": 0.18388058634914206, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 4}",sim_linucb,0.25,0.313
2025-07-12T16:39:25,L025,LO06,C083,"{""p_mastery"": 0.2824775582449282, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 7}",sim_linucb,0.25,0.245
2025-07-12T17:16:29,L025,LO01,C041,"{""p_mastery"": 0.3087679308162847, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 4}",sim_linucb,0.25,0.7
2025-08-23T12:19:23,L026,LO13,C121,"{""p_mastery"": 0.11964310593398157, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 4}",sim_linucb,0.25,0.638
2025-08-23T12:45:12,L026,LO21,C152,"{""p_mastery"": 0.20495529522724715, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 7}",sim_linucb,0.25,0.419
2025-08-23T13:09:02,L026,LO26,C098,"{""p_mastery"": 0.4239383304501643, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 6}",sim_linucb,0.25,0.708
2025-08-23T13:46:23,L026,LO03,C127,"{""p_mastery"": 0.3917448241517328, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 8}",sim_linucb,0.25,0.793
2025-08-23T14:03:38,L026,LO25,C066,"{""p_mastery"": 0.369651532870264, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 8}",sim_linucb,0.25,0.279
2025-08-23T14:14:09,L026,LO19,C031,"{""p_mastery"": 0.3987013015171425, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 5}",sim_linucb,0.25,0.464
2025-08-23T14:25:08,L026,LO02,C126,"{""p_mastery"": 0.320731122742762, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 8}",sim_linucb,0.25,0.627
2025-08-23T14:35:05,L026,LO13,C118,"{""p_mastery"": 0.1165367766103869, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 4}",sim_linucb,0.25,0.394
2025-07-04T09:40:56,L027,LO30,C063,"{""p_mastery"": 0.0568305716473722, ""fail_streak"": 3, ""pref"": ""blog"", ""duration"": 2}",sim_linucb,0.25,0.681
2025-07-04T09:56:38,L027,LO28,C033,"{""p_mastery"": 0.1979400961271568, ""fail_streak"": 3, ""pref"": ""blog"", ""duration"": 2}",sim_linucb,0.25,0.506
2025-07-04T10:02:45,L027,LO04,C079,"{""p_mastery"": 0.22206346680061137, ""fail_streak"": 3, ""pref"": ""blog"", ""duration"": 2}",sim_linucb,0.25,0.138
2025-07-04T10:28:42,L027,LO04,C140,"{""p_mastery"": 0.2710778248800888, ""fail_streak"": 3, ""pref"": ""blog"", ""duration"": 6}",sim_linucb,0.25,0.695
2025-07-04T10:40:45,L027,LO05,C179,"{""p_mastery"": 0.33343739152086077, ""fail_streak"": 3, ""pref"": ""blog"", ""duration"": 4}",sim_linucb,0.25,0.738
2025-07-04T10:51:17,L027,LO28,C151,"{""p_mastery"": 0.1909610532741047, ""fail_streak"": 3, ""pref"": ""blog"", ""duration"": 5}",sim_linucb,0.25,0.255
2025-07-03T10:56:54,L028,LO24,C123,"{""p_mastery"": 0.12873158661440684, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 6}",sim_linucb,0.25,0.828
2025-07-03T11:30:40,L028,LO05,C091,"{""p_mastery"": 0.25431667252704715, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 3}",sim_linucb,0.25,0.937
2025-07-03T11:45:44,L028,LO29,C094,"{""p_mastery"": 0.23385439233251348, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 2}",sim_linucb,0.25,0.526
2025-07-03T11:50:51,L028,LO24,C152,"{""p_mastery"": 0.13189755304597353, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 7}",sim_linucb,0.25,0.079
2025-07-03T12:18:24,L028,LO07,C177,"{""p_mastery"": 0.2357582492676937, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 7}",sim_linucb,0.25,0.833
2025-07-11T14:16:54,L029,LO07,C010,"{""p_mastery"": 0.2616792642060755, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 5}",sim_linucb,0.25,0.858
2025-07-11T14:50:26,L029,LO27,C106,"{""p_mastery"": 0.09695304298130952, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 4}",sim_linucb,0.25,0.186
2025-07-11T15:01:00,L029,LO19,C040,"{""p_mastery"": 0.2162846925515322, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 9}",sim_linucb,0.25,0.426
2025-07-11T15:21:23,L029,LO27,C174,"{""p_mastery"": 0.10475492361482718, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 3}",sim_linucb,0.25,0.678
2025-07-11T15:39:41,L029,LO11,C101,"{""p_mastery"": 0.326450486763013, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 3}",sim_linucb,0.25,0.261
2025-07-11T15:45:21,L029,LO27,C106,"{""p_mastery"": 0.11664956368993618, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 4}",sim_linucb,0.25,0.482
2025-07-11T15:54:55,L029,LO07,C030,"{""p_mastery"": 0.2954472283051385, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 5}",sim_linucb,0.25,0.79
2025-07-11T16:02:30,L029,LO14,C096,"{""p_mastery"": 0.2087061741340053, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 7}",sim_linucb,0.25,0.322
2025-07-11T16:16:07,L029,LO27,C021,"{""p_mastery"": 0.1420291206908676, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 3}",sim_linucb,0.25,0.626
2025-08-01T12:47:01,L030,LO28,C033,"{""p_mastery"": 0.3596728638203993, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 2}",sim_linucb,0.25,0.282
2025-08-01T12:51:14,L030,LO14,C146,"{""p_mastery"": 0.22643352570534994, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 2}",sim_linucb,0.25,0.682
2025-08-01T12:58:15,L030,LO13,C095,"{""p_mastery"": 0.3780276395833973, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 5}",sim_linucb,0.25,0.874
2025-08-01T13:15:07,L030,LO05,C180,"{""p_mastery"": 0.3622385627061049, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 7}",sim_linucb,0.25,0.789
2025-08-01T13:37:13,L030,LO03,C043,"{""p_mastery"": 0.2983723857428835, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 8}",sim_linucb,0.25,0.469
2025-08-01T13:51:47,L030,LO24,C123,"{""p_mastery"": 0.28419532555299537, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 6}",sim_linucb,0.25,0.755
2025-08-01T14:02:09,L030,LO03,C076,"{""p_mastery"": 0.31522782778978, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 5}",sim_linucb,0.25,0.677
2025-08-01T14:12:34,L030,LO04,C039,"{""p_mastery"": 0.3207201871401304, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 2}",sim_linucb,0.25,0.128
2025-08-01T14:38:13,L030,LO30,C012,"{""p_mastery"": 0.3658638246603973, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 9}",sim_linucb,0.25,0.237
2025-08-26T10:54:18,L031,LO06,C092,"{""p_mastery"": 0.26498298389184455, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 8}",sim_linucb,0.25,0.402
2025-08-26T11:03:08,L031,LO09,C176,"{""p_mastery"": 0.14843702014680926, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 2}",sim_linucb,0.25,0.917
2025-08-26T11:22:46,L031,LO22,C025,"{""p_mastery"": 0.12136960446026254, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 2}",sim_linucb,0.25,0.296
2025-08-26T11:41:19,L031,LO10,C077,"{""p_mastery"": 0.3592898020634534, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 8}",sim_linucb,0.25,0.187
2025-08-26T11:51:38,L031,LO09,C176,"{""p_mastery"": 0.15686186129527552, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 2}",sim_linucb,0.25,0.673
2025-08-26T12:10:05,L031,LO21,C144,"{""p_mastery"": 0.3178943689731486, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 5}",sim_linucb,0.25,0.821
2025-07-24T14:59:52,L032,LO01,C148,"{""p_mastery"": 0.20617440678189963, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 3}",sim_linucb,0.25,0.767
2025-07-24T15:03:57,L032,LO12,C011,"{""p_mastery"": 0.14280490379582442, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 9}",sim_linucb,0.25,0.523
2025-07-24T15:28:35,L032,LO18,C019,"{""p_mastery"": 0.2039318700935553, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 4}",sim_linucb,0.25,0.104
2025-07-24T15:48:16,L032,LO21,C168,"{""p_mastery"": 0.2672034734507281, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 8}",sim_linucb,0.25,0.72
2025-07-24T16:12:26,L032,LO08,C139,"{""p_mastery"": 0.30115335139906163, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 7}",sim_linucb,0.25,0.529
2025-07-24T16:58:55,L032,LO12,C122,"{""p_mastery"": 0.17705467664501537, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 4}",sim_linucb,0.25,0.648
2025-07-24T15:26:29,L033,LO06,C102,"{""p_mastery"": 0.35445442014184586, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 7}",sim_linucb,0.25,0.657
2025-07-24T15:42:09,L033,LO15,C167,"{""p_mastery"": 0.34649504320035374, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 3}",sim_linucb,0.25,0.516
2025-07-24T16:09:40,L033,LO15,C179,"{""p_mastery"": 0.38525884769109825, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 4}",sim_linucb,0.25,0.614
2025-07-24T16:53:35,L033,LO14,C096,"{""p_mastery"": 0.33849625026787716, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 7}",sim_linucb,0.25,0.546
2025-07-24T17:09:18,L033,LO16,C009,"{""p_mastery"": 0.2731266002175406, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 4}",sim_linucb,0.25,0.927
2025-08-06T11:59:52,L034,LO27,C174,"{""p_mastery"": 0.25271086035507495, ""fail_streak"": 3, ""pref"": ""article"", ""duration"": 3}",sim_linucb,0.25,0.466
2025-08-06T12:18:01,L034,LO21,C105,"{""p_mastery"": 0.40409872465591173, ""fail_streak"": 3, ""pref"": ""article"", ""duration"": 5}",sim_linucb,0.25,0.732
2025-08-06T12:44:28,L034,LO04,C136,"{""p_mastery"": 0.37605201663560955, ""fail_streak"": 3, ""pref"": ""article"", ""duration"": 11}",sim_linucb,0.25,0.314
2025-08-06T12:57:30,L034,LO09,C047,"{""p_mastery"": 0.16719844676695378, ""fail_streak"": 3, ""pref"": ""article"", ""duration"": 4}",sim_linucb,0.25,0.494
2025-08-23T13:22:30,L035,LO17,C110,"{""p_mastery"": 0.33118628328957045, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 3}",sim_linucb,0.25,0.031
2025-08-23T13:57:11,L035,LO23,C031,"{""p_mastery"": 0.2964060923299364, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 5}",sim_linucb,0.25,0.961
2025-08-23T14:08:49,L035,LO25,C006,"{""p_mastery"": 0.3380433412611905, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 8}",sim_linucb,0.25,0.581
2025-08-23T14:25:53,L035,LO30,C107,"{""p_mastery"": 0.3112568163298498, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 7}",sim_linucb,0.25,0.389
2025-08-23T14:49:02,L035,LO09,C007,"{""p_mastery"": 0.32147443754139904, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 11}",sim_linucb,0.25,0.503
2025-08-23T15:06:55,L035,LO23,C031,"{""p_mastery"": 0.3073459073438263, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 5}",sim_linucb,0.25,0.264
2025-08-23T15:20:13,L035,LO17,C058,"{""p_mastery"": 0.3699100201209809, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 4}",sim_linucb,0.25,0.58
2025-08-23T15:35:54,L035,LO01,C142,"{""p_mastery"": 0.3579493836237359, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 7}",sim_linucb,0.25,0.479
2025-08-23T16:16:43,L035,LO30,C063,"{""p_mastery"": 0.3408948575705422, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 2}",sim_linucb,0.25,0.202
2025-07-30T13:17:21,L036,LO10,C102,"{""p_mastery"": 0.07188271623651282, ""fail_streak"": 3, ""pref"": ""article"", ""duration"": 7}",sim_linucb,0.25,0.393
2025-07-30T13:52:44,L036,LO08,C093,"{""p_mastery"": 0.26662734585189407, ""fail_streak"": 3, ""pref"": ""article"", ""duration"": 6}",sim_linucb,0.25,0.098
2025-07-30T14:19:47,L036,LO05,C091,"{""p_mastery"": 0.41111778820849254, ""fail_streak"": 3, ""pref"": ""article"", ""duration"": 3}",sim_linucb,0.25,0.475
2025-08-07T16:50:01,L037,LO10,C001,"{""p_mastery"": 0.1973877799484396, ""fail_streak"": 3, ""pref"": ""blog"", ""duration"": 5}",sim_linucb,0.25,0.593
2025-07-23T12:59:04,L038,LO28,C097,"{""p_mastery"": 0.1871892223415453, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 5}",sim_linucb,0.25,0.418
2025-07-23T13:05:55,L038,LO26,C137,"{""p_mastery"": 0.20685441399087037, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 7}",sim_linucb,0.25,0.803
2025-07-23T13:15:51,L038,LO01,C142,"{""p_mastery"": 0.1502258080011933, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 7}",sim_linucb,0.25,0.875
2025-07-23T13:33:37,L038,LO01,C178,"{""p_mastery"": 0.16311271938165134, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 6}",sim_linucb,0.25,0.495
2025-07-23T14:09:29,L038,LO21,C152,"{""p_mastery"": 0.37122547215378476, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 7}",sim_linucb,0.25,0.137
2025-07-23T14:17:16,L038,LO29,C164,"{""p_mastery"": 0.1996267357752219, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 4}",sim_linucb,0.25,0.521
2025-07-23T14:35:24,L038,LO28,C093,"{""p_mastery"": 0.18805802306972105, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 6}",sim_linucb,0.25,0.276
2025-07-23T14:55:43,L038,LO26,C137,"{""p_mastery"": 0.3099117330485762, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 7}",sim_linucb,0.25,0.494
2025-07-23T15:14:09,L038,LO15,C179,"{""p_mastery"": 0.4175952167504339, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 4}",sim_linucb,0.25,0.694
2025-07-23T15:25:53,L038,LO23,C139,"{""p_mastery"": 0.32751627819036566, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 7}",sim_linucb,0.25,0.912
2025-07-23T15:51:42,L038,LO01,C040,"{""p_mastery"": 0.25544921838902646, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 9}",sim_linucb,0.25,0.528
2025-08-18T15:20:40,L039,LO19,C018,"{""p_mastery"": 0.3576170227042079, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 4}",sim_linucb,0.25,0.592
2025-08-18T15:42:59,L039,LO19,C053,"{""p_mastery"": 0.3593346606703932, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 2}",sim_linucb,0.25,0.511
2025-08-18T15:55:08,L039,LO11,C007,"{""p_mastery"": 0.3422219660324363, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 11}",sim_linucb,0.25,0.247
2025-08-29T15:31:48,L040,LO19,C018,"{""p_mastery"": 0.3564591382812121, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 4}",sim_linucb,0.25,0.395
2025-08-29T15:56:38,L040,LO02,C046,"{""p_mastery"": 0.37641054288419346, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 5}",sim_linucb,0.25,0.801
2025-08-29T16:18:46,L040,LO22,C118,"{""p_mastery"": 0.33535990235779123, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 4}",sim_linucb,0.25,0.701
2025-08-19T11:47:58,L041,LO26,C055,"{""p_mastery"": 0.36533341183673035, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 6}",sim_linucb,0.25,0.1
2025-08-19T12:08:16,L041,LO14,C044,"{""p_mastery"": 0.26043080845601885, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 6}",sim_linucb,0.25,0.436
2025-08-19T12:17:40,L041,LO04,C039,"{""p_mastery"": 0.18723165692081312, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 2}",sim_linucb,0.25,0.401
2025-08-19T12:44:39,L041,LO01,C040,"{""p_mastery"": 0.31205026150281456, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 9}",sim_linucb,0.25,0.5
2025-08-19T12:56:01,L041,LO28,C151,"{""p_mastery"": 0.3526393701795024, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 5}",sim_linucb,0.25,0.516
2025-08-19T13:24:57,L041,LO04,C155,"{""p_mastery"": 0.2678923836121622, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 5}",sim_linucb,0.25,0.207
2025-07-03T15:59:22,L042,LO07,C039,"{""p_mastery"": 0.1876431915211786, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 2}",sim_linucb,0.25,0.488
2025-07-03T16:03:41,L042,LO02,C046,"{""p_mastery"": 0.20406732189033247, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 5}",sim_linucb,0.25,0.73
2025-07-03T16:32:14,L042,LO18,C105,"{""p_mastery"": 0.30656598615497505, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 5}",sim_linucb,0.25,0.331
2025-07-03T17:03:37,L042,LO07,C035,"{""p_mastery"": 0.2305683721798582, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 4}",sim_linucb,0.25,0.416
2025-08-06T16:01:39,L043,LO19,C040,"{""p_mastery"": 0.10985600438828468, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 9}",sim_linucb,0.25,0.248
2025-08-06T16:15:42,L043,LO10,C004,"{""p_mastery"": 0.17891514955779586, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 2}",sim_linucb,0.25,0.451
2025-08-06T16:46:35,L043,LO17,C150,"{""p_mastery"": 0.3162122978856313, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 6}",sim_linucb,0.25,0.388
2025-08-06T17:07:37,L043,LO10,C173,"{""p_mastery"": 0.193978281235836, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 8}",sim_linucb,0.25,0.6
2025-08-06T17:20:27,L043,LO19,C049,"{""p_mastery"": 0.1423537450471991, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 6}",sim_linucb,0.25,0.785
2025-08-06T17:27:28,L043,LO17,C150,"{""p_mastery"": 0.30263130916306064, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 6}",sim_linucb,0.25,0.686
2025-08-06T17:47:42,L043,LO15,C133,"{""p_mastery"": 0.3840801917015154, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 9}",sim_linucb,0.25,0.467
2025-08-06T18:07:25,L043,LO10,C004,"{""p_mastery"": 0.23159793915761973, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 2}",sim_linucb,0.25,0.67
2025-08-06T18:10:59,L043,LO24,C051,"{""p_mastery"": 0.19685141212581833, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 4}",sim_linucb,0.25,0.811
2025-07-05T13:09:26,L044,LO03,C043,"{""p_mastery"": 0.11165960768666383, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 8}",sim_linucb,0.25,0.679
2025-07-05T13:47:20,L044,LO10,C117,"{""p_mastery"": 0.2848506206977959, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 2}",sim_linucb,0.25,0.702
2025-07-05T13:50:33,L044,LO21,C168,"{""p_mastery"": 0.3434570332698311, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 8}",sim_linucb,0.25,0.322
2025-07-05T14:28:52,L044,LO19,C084,"{""p_mastery"": 0.3802500488710079, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 8}",sim_linucb,0.25,0.466
2025-07-05T14:53:49,L044,LO21,C144,"{""p_mastery"": 0.33824627185868317, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 5}",sim_linucb,0.25,0.626
2025-07-15T13:58:07,L045,LO11,C075,"{""p_mastery"": 0.16384642852920833, ""fail_streak"": 3, ""pref"": ""article"", ""duration"": 6}",sim_linucb,0.25,0.538
2025-07-15T14:16:32,L045,LO05,C091,"{""p_mastery"": 0.19012346886729384, ""fail_streak"": 3, ""pref"": ""article"", ""duration"": 3}",sim_linucb,0.25,0.341
2025-07-15T14:28:21,L045,LO13,C095,"{""p_mastery"": 0.4778132269686269, ""fail_streak"": 3, ""pref"": ""article"", ""duration"": 5}",sim_linucb,0.25,0.535
2025-07-08T09:50:00,L046,LO17,C171,"{""p_mastery"": 0.27363648535944407, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 7}",sim_linucb,0.25,0.28
2025-07-08T10:12:48,L046,LO26,C111,"{""p_mastery"": 0.30767599457576794, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 7}",sim_linucb,0.25,0.097
2025-08-29T14:19:55,L047,LO12,C035,"{""p_mastery"": 0.20701767509001665, ""fail_streak"": 3, ""pref"": ""article"", ""duration"": 4}",sim_linucb,0.25,0.657
2025-08-29T14:42:47,L047,LO03,C043,"{""p_mastery"": 0.2962117109327206, ""fail_streak"": 3, ""pref"": ""article"", ""duration"": 8}",sim_linucb,0.25,0.263
2025-08-29T14:52:46,L047,LO07,C087,"{""p_mastery"": 0.27255632870506386, ""fail_streak"": 3, ""pref"": ""article"", ""duration"": 8}",sim_linucb,0.25,0.678
2025-08-29T15:37:00,L047,LO26,C065,"{""p_mastery"": 0.3413411603586481, ""fail_streak"": 3, ""pref"": ""article"", ""duration"": 3}",sim_linucb,0.25,0.233
2025-08-29T16:03:33,L047,LO16,C120,"{""p_mastery"": 0.34310790171170563, ""fail_streak"": 3, ""pref"": ""article"", ""duration"": 4}",sim_linucb,0.25,0.278
2025-08-10T10:57:32,L048,LO10,C173,"{""p_mastery"": 0.16185431328309766, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 8}",sim_linucb,0.25,0.808
2025-08-10T11:11:45,L048,LO13,C159,"{""p_mastery"": 0.20838596830134232, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 5}",sim_linucb,0.25,0.935
2025-08-10T11:18:14,L048,LO24,C051,"{""p_mastery"": 0.08883714544465282, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 4}",sim_linucb,0.25,0.569
2025-08-10T11:31:26,L048,LO24,C070,"{""p_mastery"": 0.08748396536559394, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 5}",sim_linucb,0.25,0.768
2025-08-10T11:54:29,L048,LO25,C072,"{""p_mastery"": 0.22846390728790528, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 5}",sim_linucb,0.25,0.628
2025-08-10T12:02:27,L048,LO17,C110,"{""p_mastery"": 0.17915948137435664, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 3}",sim_linucb,0.25,0.447
2025-08-10T12:06:09,L048,LO24,C045,"{""p_mastery"": 0.09521679969037868, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 10}",sim_linucb,0.25,0.751
2025-08-10T12:20:19,L048,LO24,C070,"{""p_mastery"": 0.10750012135689203, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 5}",sim_linucb,0.25,0.816
2025-08-10T12:35:30,L048,LO17,C166,"{""p_mastery"": 0.19608724460544721, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 3}",sim_linucb,0.25,0.59
2025-08-10T12:48:50,L048,LO24,C162,"{""p_mastery"": 0.11675321695787728, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 5}",sim_linucb,0.25,0.596
2025-08-10T13:03:37,L048,LO13,C071,"{""p_mastery"": 0.24462559947502702, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 9}",sim_linucb,0.25,0.18
2025-08-10T13:17:00,L048,LO24,C051,"{""p_mastery"": 0.14692961917268038, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 4}",sim_linucb,0.25,0.122
2025-07-18T10:17:04,L049,LO05,C056,"{""p_mastery"": 0.1427022315356047, ""fail_streak"": 3, ""pref"": ""handout"", ""duration"": 4}",sim_linucb,0.25,0.46
2025-07-18T10:41:12,L049,LO11,C132,"{""p_mastery"": 0.17061243147077684, ""fail_streak"": 3, ""pref"": ""handout"", ""duration"": 6}",sim_linucb,0.25,0.674
2025-07-18T11:05:38,L049,LO29,C017,"{""p_mastery"": 0.3404918879221112, ""fail_streak"": 3, ""pref"": ""handout"", ""duration"": 6}",sim_linucb,0.25,0.429
2025-07-18T11:12:36,L049,LO18,C169,"{""p_mastery"": 0.4472536413825857, ""fail_streak"": 3, ""pref"": ""handout"", ""duration"": 6}",sim_linucb,0.25,0.418
2025-07-18T11:52:00,L049,LO28,C167,"{""p_mastery"": 0.21233546122604355, ""fail_streak"": 3, ""pref"": ""handout"", ""duration"": 3}",sim_linucb,0.25,0.34
2025-07-18T11:56:12,L049,LO20,C096,"{""p_mastery"": 0.43916290302628985, ""fail_streak"": 3, ""pref"": ""handout"", ""duration"": 7}",sim_linucb,0.25,0.265
2025-07-18T12:14:36,L049,LO15,C167,"{""p_mastery"": 0.21573539074799294, ""fail_streak"": 3, ""pref"": ""handout"", ""duration"": 3}",sim_linucb,0.25,0.417
2025-07-30T10:39:07,L050,LO09,C007,"{""p_mastery"": 0.1375710618150598, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 11}",sim_linucb,0.25,0.74
2025-07-30T10:56:06,L050,LO22,C130,"{""p_mastery"": 0.1906620867225557, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 4}",sim_linucb,0.25,0.634
2025-07-30T11:13:51,L050,LO09,C047,"{""p_mastery"": 0.1523791034927175, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 4}",sim_linucb,0.25,0.699
2025-07-30T11:22:27,L050,LO15,C133,"{""p_mastery"": 0.06520800145902511, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 9}",sim_linucb,0.25,0.138
2025-07-30T11:34:01,L050,LO24,C051,"{""p_mastery"": 0.12234290438704304, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 4}",sim_linucb,0.25,0.177
2025-07-30T11:59:27,L050,LO15,C037,"{""p_mastery"": 0.07150697802448001, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 7}",sim_linucb,0.25,0.539
2025-07-30T12:11:02,L050,LO20,C096,"{""p_mastery"": 0.2046329909192321, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 7}",sim_linucb,0.25,0.856
